predicted,actual
0.407425855564,1.0
0.160402881503,0.041141819093
1.0,0.295526325659
0.635018552038,1.0
0.948567938386,1.0
0.144664114293,0.32507385312
0.307911482945,0.564568671798
0.718210530264,1.0
0.361027393677,0.257808748185
0.692299071782,1.0
0.29662672501,0.193978552996
0.216098809149,0.162500176343
0.209601644041,0.0983591976999
0.74805835131,0.490455312113
0.254424922198,0.260932676011
0.903354004259,1.0
0.625946659651,0.0863394691352
0.688410607563,0.186987628292
0.630215332685,0.550571045979
0.670436470432,0.365890573206
0.842547863354,0.486080030887
0.723453311448,0.460238802979
0.777265046207,0.267615940659
0.582259187433,1.0
0.59569358729,0.418930507719
0.645525354319,1.0
0.48747610264,1.0
0.718807012737,0.657534691893
0.450115202796,0.708911823524
0.657018759367,1.0
0.756546052584,0.801655319227
0.803743409193,0.8393154813
0.686622355962,1.0
0.786468669621,0.245938678187
0.100700188724,0.052613551811
0.107121143358,0.0399776780384
0.0858742401573,0.0245192213959
0.568563524284,0.544579173009
0.701858096831,0.360724478209
0.148539686221,0.288435947516
0.0909133302291,0.211569651882
0.0853307995167,0.172899142565
0.462941860851,0.559992752365
0.950309667021,1.0
0.101267815137,0.0525681046435
0.771484130107,1.0
0.939287792771,1.0
0.682986846547,1.0
0.613122982393,1.0
0.809792107928,1.0
0.733517547108,0.913008989046
0.683328825478,1.0
0.221271952761,0.231544496281
0.190702579339,0.329724218823
