predicted,actual
0.458235566987,1.0
0.212186249597,0.041141819093
1.0,0.295526325659
0.574957143666,1.0
0.929552632566,1.0
0.165874071922,0.32507385312
0.338970338754,0.564568671798
0.436421060527,1.0
0.251384027477,0.257808748185
0.929552632566,1.0
0.331475257974,0.193978552996
0.260022007969,0.162500176343
0.115901573891,0.0983591976999
0.936589057321,0.490455312113
0.366646165155,0.260932676011
0.779508271664,1.0
0.521386098871,0.0863394691352
0.558338767791,0.186987628292
0.668071411385,0.550571045979
0.692174349436,0.365890573206
0.894987927964,0.486080030887
0.648052066097,0.460238802979
0.742442332106,0.267615940659
0.744657172934,1.0
0.596691097022,0.418930507719
0.471783269533,1.0
0.578770070986,1.0
0.719180106976,0.657534691893
0.396015477566,0.708911823524
0.670238322669,1.0
0.955999275236,0.801655319227
0.789007237082,0.8393154813
0.744657172934,1.0
0.955057104598,0.245938678187
0.12254741412,0.052613551811
0.0904904400039,0.0399776780384
0.0639022898639,0.0245192213959
0.445093874989,0.544579173009
0.697397264818,0.360724478209
0.224289271328,0.288435947516
0.118406623291,0.211569651882
0.0687863281552,0.172899142565
0.446264645962,0.559992752365
0.859105265132,1.0
0.106774646227,0.0525681046435
0.886424331447,1.0
0.924593867819,1.0
0.647763162829,1.0
0.577315795395,1.0
0.718210530264,1.0
0.69527527257,0.913008989046
0.859105265132,1.0
0.23077247537,0.231544496281
0.23653013863,0.329724218823
