name,mu,var,y
cschrimson,0.0100923722692,0.0163390885471,0.471032046924
cheriff,-0.00245958315772,0.0161598906848,-0.00341689536908
c1c2,0.343657851781,0.0157574353527,0.0010800743755
c66,0.256219577977,0.0199122785165,0.478848794815
c61,0.352770031228,0.0190631177632,0.610630456975
n39,-0.000868118433216,0.0165699032098,0.00140147433925
n25,0.0470507587935,0.0236845850408,-0.000384506781637
c73,0.327839011738,0.0168860858812,0.486034577229
n83,0.127064672694,0.0225822783226,-0.00525709744117
n58,0.307680509928,0.0164067126868,0.413740373292
n38,0.0484662470349,0.0187400536857,0.00304001068641
n48,0.00318758653894,0.0166872751557,0.000407364627528
n45,0.00135092315336,0.0173663802826,0.000556014751274
n14,0.0780804011988,0.0186161349655,0.0502079184593
n52,0.01774436406,0.0188385521557,-0.00742816872847
n2,0.247389740852,0.0188078911309,0.150188109901
n5,0.00967616799264,0.0182882758279,0.0150976166093
n6,0.0572671026334,0.016784887641,0.00199703083904
n10,0.0619478889906,0.0180221502489,0.00174202919627
n11,0.0329210135059,0.0182576362332,0.00121022212048
n19,0.117512203786,0.018530968576,0.0248896287777
n17,0.0603340957199,0.0187696447137,-0.0204716193912
n15,0.0621767886796,0.0167543893291,0.0105389389913
n70,0.318831473905,0.0175837840655,0.408083590828
n72,0.291599512236,0.0181606998586,0.109014932708
n73,0.306484128879,0.0173943430651,0.338735279146
n65,0.306353987623,0.0172561793863,0.434138838605
n20,0.0720798531555,0.0179042173016,0.00313181935321
n63,0.272809547079,0.017566127933,0.223837428028
n64,0.314304114639,0.0182478804489,0.15405392735
n57,0.270440771868,0.0180449821029,0.208272667273
c67,0.2780691658,0.0181569528834,0.156459984957
n60,0.342011959492,0.0184289736129,0.606768605273
n18,0.0489574877111,0.0185344960982,0.0929942382801
n43,-0.00239415241071,0.0183435222663,0.00248236799916
n36,0.00181467631961,0.0170567125663,0.0014758883248
n1,-0.0356609570515,0.0200765675847,0.00341997077206
n4,0.0247962356001,0.019591478595,0.000915894341937
n13,0.159412275757,0.0210783695223,0.167292923602
n41,-0.0671028575869,0.0194719906945,-8.53579493564e-05
n40,0.0200677723346,0.0195309536011,0.000737629189941
n42,0.000305209606544,0.0174697474855,0.00803598733379
n21,0.236575622937,0.0212828303527,0.0363207287008
n59,0.331770193995,0.0185811907942,0.340850637179
n51,0.0768497712394,0.0198342472441,0.00139349481326
c96,0.20457279367,0.0242223280783,-0.025855722709
n69,0.319124105509,0.0174715837353,0.527316715854
n68,0.326189089487,0.0161795191209,0.246510295866
c2,0.272444391296,0.0184836583474,0.301886027043
c70,0.326668594837,0.0176831769647,0.404509628302
c58,0.288004408072,0.0182562792192,0.157386414233
c64,0.296879013795,0.0174792591368,0.462192942457
c49,0.0403968731743,0.0189671892117,0.0182324993498
c52,0.0060488480804,0.0181901479166,-0.000380117307467
