predicted,actual
3.5606945194,4.41711795448
2.83828769717,2.54944517093
3.75085184551,3.20969091529
3.68672035575,6.86810447335
3.56370129197,5.09117018832
3.74471398092,4.23386492953
5.99233571856,7.28085214206
3.47807100703,4.28151545308
7.16749947099,8.64045099094
3.41414544668,3.99758889376
3.00299863359,2.46172331433
3.26938490278,4.30338918916
2.78463622692,2.72498925516
4.31078556168,1.01160091168
6.70183130994,6.58906401966
3.48490161941,3.5403794458
5.06321569519,3.85333400908
3.94173761256,2.63905732962
4.12471163324,4.99484460819
4.29033568784,4.38014987466
4.29014358747,3.96903326014
4.25334919136,-1.20397280433
3.83808255019,3.44680789291
2.6247346708,3.40452517175
5.91886919068,5.78674399537
3.71231457537,3.92493923069
2.63038924284,3.58462943274
4.07174394626,7.08938909934
5.45213980309,5.79981966285
3.94829024359,4.02624414952
3.66652051214,7.69977652907
3.43683801438,4.31060735244
3.68375285182,3.91242292545
6.41913922129,8.54205652114
2.83904092307,2.12823170585
2.77856238449,2.215573716
2.86052018628,2.98163334917
3.61515252634,3.95354875226
4.14825856413,-1.45528723261
2.84996707057,5.15953411177
2.85919415025,4.22420254948
2.77335744488,3.51631018876
5.38270630182,6.34791446573
3.9392607146,2.93545134267
4.25028023443,2.80789553607
4.61259875644,7.48369425864
3.63277166257,3.41303183931
3.67243444656,3.09722166973
3.33046515883,3.07037581655
3.56779651136,3.32965023037
3.83784830027,4.42231515359
3.55786364923,4.04830062372
3.87208434896,4.73092139129
2.98570351786,4.85389151149
