lin,log_GFP,-180.318055477,-163.772359097,0.756485202589,0.584081781672,,Hypers(var_n=0.34488990351552579  var_p=0.09215632140581298),no,FALSE,0.019
name,mu,var,y
cschrimson,-0.70240531228,0.592889316283,-0.0046264130281
c1c2,-1.54309228288,0.590847504416,-0.891071325462
cheriff,-1.51650524755,0.591597993605,-0.862670891274
c1,-1.13055345001,0.630181811253,-0.637592650032
c2,-0.717676804867,0.592889316283,0.343075785938
c3,-1.28706750835,0.61034117285,-1.88832254727
c4,-1.91253844646,0.636210727289,-2.28777939135
c5,-1.53046526559,0.590847504416,-1.20419406683
c6,-1.63197082001,0.636652308421,-0.617721182372
c7,-1.56379553275,0.590847504416,-0.377675468895
c8,-2.95727380076,0.679987226888,-4.05019083464
c11,-1.51392680215,0.590847504416,-1.61431222025
c13,-1.4269166726,0.618249638096,-2.30022505105
c14,-2.60720332641,0.671251690146,-3.10044418985
c15,-2.87575110645,0.676726404401,-3.50579436671
c16,-0.941331774769,0.653181838093,-1.34885052907
c19,-1.76637304677,0.692751795581,-3.20754540469
c20,-1.51804107678,0.590847504416,-1.5122871005
c21,-0.751173681802,0.671168753993,-0.0825857789773
c24,-1.49295104747,0.706594215735,-1.10449051872
c25,-2.57052889923,0.772834827386,-2.49203302577
c28,-1.41977088918,0.759451626796,-1.32331275707
c29,-3.80472655822,0.770761536846,-4.17146068299
c30,-2.91359500569,0.747453284099,-3.78467068696
c31,-2.85736088329,0.808551359818,-3.0553720386
c32,-2.66006509361,0.750408583375,-2.53196668603
c33,-3.32504581626,0.747578764127,-2.2605131365
c34,-2.15680495804,0.724875683257,-1.52597769069
c35,-2.78427116701,0.781658164472,-3.85524599832
c36,-2.39921002481,0.655370516592,-2.98045261268
c37,-1.86103056627,0.630916537154,-1.77834950302
c39,-1.47763439457,0.648885410708,-1.54204516423
c40,-1.67458669544,0.62744412897,-1.391302293
c41,-1.48324564739,0.652772637407,-0.884596797272
c42,-1.40450142117,0.624888000518,-0.336300530622
c43,-2.82003033338,0.691594199072,-1.71959755319
c44,-2.37821633656,0.660075517149,-2.37703177846
c46,-2.72784982658,0.740704051588,-3.33001764771
c47,-1.91425048737,0.621532593403,-3.16304126174
