SE,log_sum_ratio,-174.736231402,-154.885625171,0.770315711611,0.56553486674,,Hypers(var_n=0.11706633937158752  sigma_f=1.2029158934027999  ell=3.4431347903430582),no,True,0.0185
name,mu,var,y
cschrimson,-0.528871002353,0.929637105331,0.000299248380737
c1c2,-1.83659243087,0.901031726578,-0.803725702482
cheriff,-1.89042447238,0.946210731704,-0.91950137026
c1,-1.02284411586,1.55890877084,-0.656891537092
c2,-0.960170625598,1.36802434517,0.340917048962
c3,-1.33069887926,1.17820644136,-2.20390837561
c4,-2.41716862026,1.57894835722,-3.7639999786
c5,-1.9075249978,1.42938503797,-1.49869246959
c6,-1.37252109673,1.59673605143,-0.473675186248
c7,-1.43761619117,1.95282823886,-0.317103194976
c8,-5.59823885312,4.12594185884,-6.94117413856
c11,-1.72258249679,0.901031726578,-1.92925014933
c13,-2.13565574724,2.79619737161,-4.5291745687
c14,-4.62741687025,2.3589149007,-5.77760741574
c15,-5.49049877051,2.07393961295,-6.38996402059
c16,-0.573307594136,1.92781835303,-1.59023269535
c19,-2.86554734406,2.52408517334,-5.7359662243
c20,-1.74568894261,0.901031726578,-1.70113959157
c21,-1.4865648544,2.43401802671,-0.188134568258
c24,-3.73637818937,3.05368521603,-1.48344629985
c25,-5.20739592084,4.90520164262,-4.84872958517
c28,-3.77938051169,3.93867146476,-1.52239550867
c29,-6.38247712137,5.31000598368,-8.10661323585
c30,-5.18819199791,2.88601028078,-6.68544011299
c31,-6.02160742651,4.43527917216,-5.91964167972
c32,-5.35132454812,4.93052787463,-3.31119055456
c33,-6.21895226131,2.91800387841,-4.74985266217
c34,-5.45217407321,2.83403481095,-2.85304751219
c35,-4.81585827749,3.50711375679,-7.62153218366
c36,-5.46262363485,1.7905251205,-4.97894295782
c37,-2.44104605405,1.30537861109,-2.12759428435
c39,-1.50121162037,1.66837943679,-1.75574652524
c40,-1.33871124327,2.40414344466,-1.56627809203
c41,-1.58529660892,2.7190331858,-0.932613256548
c42,-1.25926697203,1.50582997917,-0.320227394295
c43,-4.49828203606,2.12076758952,-1.89543269585
c44,-3.95187082607,4.10112877833,-3.14122970905
c46,-4.60627879096,2.56528712117,-6.52532457065
c47,-4.68939266532,3.48342918969,-5.84351512058
c48,-3.57808703246,2.46015849397,-2.00546216833
c49,-2.62121459551,2.14354385821,-1.76465196523
c50,-1.62907220425,2.11832937037,-0.404846881609
c51,-4.59463308022,2.53490703841,-7.13694707575
c52,-0.787441697695,1.71231347856,-0.634286019896
c53,-5.44877315989,4.92829815082,-6.79444286633
c54,-2.21011380062,1.44764742037,-4.31300370679
c55,-2.98646598302,2.30924417964,-7.56063961103
c56,-1.17082564785,1.92316525522,-0.656632507153
c57,-0.464994603222,2.01071529617,-2.14324939915
c58,-0.44949987446,2.35322042505,-0.0204408033908
c59,-2.90486395459,3.79506114825,-6.91256161688
c60,-5.42668239986,3.07252433757,-5.09163831887
c62,-1.69790187154,1.988595414,-1.86244429893
c63,-4.16047349542,3.10560208975,-5.78026856932
c64,-0.388820355787,1.14876800529,-0.270730841887
c66,-0.370286668593,0.929637105331,-1.16355285268
c69,-6.48280030443,3.64740786278,-9.78769069639
c70,-0.171501922879,2.08100596489,-0.226059006624
c71,-1.70585967218,1.79892489512,-1.3760097619
c72,-5.41327749176,3.16979912965,-5.47813184746
c73,-0.0385709184267,1.14876800529,-1.13748524053
c74,-3.25198822932,3.35151446706,-3.58995809607
c75,-6.82645510862,4.50558525326,-7.6024543576
c76,-5.90632553385,2.61687323176,-7.47543144433
c77,-2.91116087146,4.06275125934,-5.18545530477
c78,-1.91759527551,3.42909706944,-2.17234423547
c79,-6.52170629955,6.13909744369,-5.37514797561
c80,-8.69645325132,4.96805453986,-6.7781973303
c81,-5.04948273373,3.73421636424,-5.91607823963
c83,-6.56672274978,4.79426751594,-10.984426949
c84,-4.91235624462,4.92963105581,-6.18091532935
c85,-7.18461236965,4.13674155827,-6.4377445602
c86,-4.90641645477,5.49890513786,-5.37164219529
c87,-4.7063309247,4.00882226782,-5.00421192498
c88,-6.32712280568,4.29422857338,-4.71386854255
c89,-6.27264367919,3.37756291698,-4.57779294344
c90,-5.44880021557,5.69499132923,-4.89337681731
c92,-6.08904446747,4.11042497736,-3.61866712781
c93,-1.18249336259,3.01222225585,-0.92038333594
c95,-4.30867811184,4.66476308022,-5.75249693522
c96,-2.70068256076,3.21451866937,-0.729613487591
c103,-8.04125505302,3.90063115846,-5.39310342774
n1,-1.16340374326,1.3475794399,-1.15806707367
n2,-2.1117915583,1.93363001752,0.0757825903783
n3,-2.06183021224,2.03189051267,-2.95576052955
