name,mu,var,y
cschrimson,-0.335162333657,0.194184064611,0.0043799404813
c1c2,-0.345084412872,0.194551214417,0.123709271951
cheriff,-1.80133371277,0.193622106478,-1.54390889432
c1,-1.31854402619,0.239562246496,-0.828563459331
c2,-0.647593705751,0.228546621462,0.0167110169941
c3,-0.577257842795,0.222417602317,-0.440869834335
c4,-0.212086555547,0.224956570465,-0.308732329456
c5,-0.338676982034,0.228861175415,-0.546258834659
c6,-0.372050828825,0.214460394411,-0.459305420039
c7,-0.549542402011,0.241621905704,-0.103673767785
c8,-0.533738564901,0.241266628959,-0.767423404425
c11,-0.533220371351,0.224524602867,0.059669997696
c13,-0.406559427941,0.239654901356,0.00130363573756
c14,-0.453673423017,0.230063611361,-0.222340110789
c15,-0.29727717982,0.224129424939,0.214511194986
c16,-0.0722120432718,0.242705673514,0.127020608646
c19,-0.506012933841,0.241059411594,-0.272792835979
c20,-0.359185851892,0.211288784704,-0.103265879525
c21,-0.129417382856,0.280566469375,-0.931693892686
c24,-0.636285302851,0.297354470617,-1.54968036416
c25,0.00821065156223,0.295150722379,-0.835131593585
c28,-0.367986866881,0.301310186938,-1.10638346283
c29,-1.10748991119,0.302590474361,-1.50227507667
c30,-0.254800011791,0.259035532139,-0.747966568485
c31,-0.674211071578,0.299769524748,-0.733396570483
c32,-1.23986593623,0.282939284815,-0.0763297818458
c33,-0.825163357454,0.28358509991,-1.17383809149
c34,-0.703818624,0.262152192827,-1.65581862193
c35,-1.17615197614,0.292916265086,-0.880380431423
c36,-1.6184956977,0.221857962072,-1.60978553806
c37,-1.79873441972,0.236482947968,-1.84961559395
c39,-1.72830397707,0.214190162061,-1.93255655183
c40,-1.42124363286,0.244180981197,-2.03983619142
c41,-1.55264149246,0.238409993615,-1.62486365754
c42,-1.53175414171,0.212797303051,-1.3233950842
c43,-1.69316094931,0.233085653304,-2.18250575643
c44,-1.6628009872,0.224065221209,-2.49644742006
c46,-1.67349217297,0.223673801726,-1.72392578915
c47,-1.84962428309,0.239227964667,-1.96921214312
c48,-1.57788179347,0.235257016087,-2.05249142619
c49,-1.59193963403,0.232771157086,-1.83273904586
c50,-1.10814774358,0.252819507246,-0.868351851001
c51,-1.76762978146,0.237316985656,-1.51333840174
c52,-1.74587414295,0.225984702358,-1.65054833166
c53,-1.73372913255,0.252126846156,-1.38535334816
c54,-1.65030195826,0.219966258332,-2.602659617
c55,-0.7284206744,0.233620451585,-0.970088692759
c56,-0.437320689079,0.228898511,-0.564563556524
c57,-0.0758932380839,0.236349418328,0.0958731614368
c58,-0.386277212025,0.232792537552,-0.357225867045
c59,-0.424281943643,0.235094025706,-0.299554290363
c60,-1.03902059632,0.244644430874,-1.2919204513
c62,-0.377848061284,0.225576064314,0.290359656998
c63,-0.446410657379,0.239714654465,-0.214406850219
c64,-0.514538604955,0.224853715831,-0.183932781305
c66,-0.448855088066,0.240077724348,0.600593776044
c69,-0.670951708241,0.247331046206,-0.938623346547
c70,-0.041318743717,0.2275805317,-0.432557946977
c71,-0.00799907165997,0.22000048894,-0.205262821253
c72,-0.302297430587,0.244006602239,-0.708757303871
c73,-0.228594748923,0.213367744281,-1.58387962915
c74,-0.619254681799,0.298490894116,-1.48059159693
c75,-0.992403932055,0.299941728855,-1.22084122636
c76,-0.926590941496,0.295799655627,-0.862300726587
c77,-0.823400752533,0.286054090144,-0.162827131519
c78,-0.0743090232048,0.289738705413,0.505332973973
c79,-0.788971809596,0.301393123272,-0.329564965358
c80,-1.20377824233,0.293317340824,-0.754262841031
c81,-0.27264394901,0.29256817363,0.341991122971
c83,-1.10572906837,0.287614288219,-1.42682299525
c84,-0.889805667405,0.29333161509,-0.532841501125
c85,-0.402499093122,0.289638933255,0.133587590137
c86,-0.348497966261,0.293493631838,0.540473648181
c87,-0.668945458502,0.290948915725,0.188530114783
c88,-1.20166654448,0.297069988675,-1.14259270468
c89,-1.19533646328,0.309316854859,-1.22544569082
c90,-0.0694789413691,0.283355864306,0.0938236559842
c92,-1.1992272367,0.296024702252,-1.86897858351
c93,-0.202081088687,0.277190530233,-0.196611180438
c95,-0.631749293265,0.298331541974,-0.923904007435
c96,-0.204918123824,0.281842275629,0.0715239712736
c103,-1.59354825906,0.295373666606,-0.860929117255
n1,-1.3254850216,0.244611240211,-0.609419757811
n2,-0.685995560719,0.236623399438,-0.0342440307739
n3,-0.534232969507,0.21220088939,-1.19992247088
n4,-0.530496791032,0.241642438613,-0.738732696649
n5,-0.291955827889,0.221207007847,0.131699017742
n6,-0.342667598533,0.202741153791,-0.0403237691655
n7,-0.562581880383,0.236725398793,-0.637583754494
n8,-0.622447694832,0.235697220365,-0.294745095855
n9,-0.38798057653,0.216294463472,-0.151837670498
n10,-0.413049473439,0.227278863468,0.069430475543
n11,-0.408037556746,0.223689480761,-0.55800454977
n12,-0.497589193293,0.216835632566,-1.21902606115
n13,-0.555074034919,0.254339216477,-0.326453957892
n14,-0.305413773197,0.230504071758,-0.113615557375
n15,-0.294767996359,0.201655375881,-0.260757925841
n16,-0.313857256755,0.222196505736,-1.14102702449
n17,-0.573528732352,0.230584400382,-0.60679169969
n18,-0.122795479307,0.236014622554,-0.775796335435
n19,-0.198694499655,0.228476059622,-0.154332545888
n20,-0.269279413319,0.223495514664,-0.109989031518
n21,-0.579315784476,0.273820009616,-0.327114292182
n22,-0.513101173657,0.275298514345,-0.848603494019
n23,-0.64680070974,0.295260510681,-1.99088460301
n24,-0.665907111486,0.285865695962,-0.179240014942
n28,-0.480618956051,0.289009800255,-0.485226676752
n29,-1.19610057066,0.278734973726,-1.07363627524
n32,-0.400007230467,0.283281085301,-0.315345054419
n34,-0.697195119751,0.276919173542,-0.476120521536
n35,-0.908070495221,0.281672929005,-1.50457931411
n36,-1.53975130788,0.208300482793,-1.38245625051
n37,-1.56185686324,0.244100176669,-1.79013356939
n38,-1.78022726773,0.226625611041,-2.03502317591
n40,-1.67694701974,0.233063197874,-1.51051290817
n41,-1.5551527991,0.236947589843,-2.07734824391
n42,-1.72411629454,0.215488697201,-1.9168836857
n43,-1.64555926448,0.229955976012,-1.97193719016
n44,-1.65530465792,0.225670524081,-1.52541729339
n45,-1.75407936998,0.214948438443,-1.4887463327
n46,-1.6459632232,0.258341556138,-1.66470296513
n47,-1.84665362992,0.230423851678,-1.69917392583
n48,-1.75336106698,0.205862253597,-2.05259698183
n49,-1.7268255155,0.232207445068,-1.54532163924
n50,-1.78920305902,0.233310792049,-1.8385447507
n51,-1.20043103842,0.247707033006,-0.728519631807
n52,-1.52737036327,0.241331950518,-1.62283443035
n53,-1.66167365919,0.227020093029,-0.550291993157
n56,-0.344460381512,0.249357217776,-0.761560118694
n57,-0.249806990041,0.22795043295,0.326813836274
n59,-0.519379505667,0.243539016334,-0.392023361462
n60,-0.353184554922,0.236669217254,-0.404483293492
n61,-0.709821142397,0.240297492769,-1.36611340438
n62,-0.595486832684,0.232596926517,-1.55020599055
n63,-0.357446176299,0.226417989362,-1.83777852367
n64,-0.622431746599,0.227856763179,-0.520181582321
n65,-0.156736219958,0.213261349946,0.414716247092
n66,-0.30285295051,0.250319207134,-0.602369119141
n67,-0.174218694289,0.230995011578,-1.19520515577
n68,-0.373316859042,0.203292783371,0.0843239024762
n69,-0.461387237197,0.22362518994,0.293154668491
n70,-0.218539131255,0.230538003924,0.339751346773
n71,-0.695901960791,0.230265464536,-0.709106880872
n72,-0.607618395231,0.232562243765,0.481654104356
n73,-0.426736252435,0.222507680844,-0.689175006619
