code,n_mutations
n1202001100,88
c1202001100,75
n1202001101,96
c1202001101,74
n1202001102,98
c1202001102,81
n1202001110,99
c1202001110,83
n1202001111,96
c1202001111,66
n1202001112,102
c1202001112,73
n1202001120,97
c1202001120,91
n1202001121,105
c1202001121,84
n1202001122,102
c1202001122,91
n1202001200,95
c1202001200,79
n1202001201,103
c1202001201,82
n1202001202,101
c1202001202,89
n1202001210,106
c1202001210,87
n1202001211,106
c1202001211,74
n1202001212,108
c1202001212,81
n1202001220,102
c1202001220,95
n1202001221,98
c1202001221,92
n1202001222,92
c1202001222,92
n1202002000,76
c1202002000,69
n1202002001,84
c1202002001,89
n1202002002,79
c1202002002,86
n1202002010,87
c1202002010,77
n1202002011,92
c1202002011,82
n1202002012,86
c1202002012,89
n1202002020,80
c1202002020,85
n1202002021,76
c1202002021,99
n1202002022,70
c1202002022,92
n1202002100,80
c1202002100,75
n1202002101,84
c1202002101,84
n1202002102,78
c1202002102,91
n1202002110,91
c1202002110,83
n1202002111,91
c1202002111,76
n1202002112,85
c1202002112,83
n1202002120,79
c1202002120,91
n1202002121,75
c1202002121,94
n1202002122,69
c1202002122,90
n1202002200,78
c1202002200,79
n1202002201,74
c1202002201,92
n1202002202,68
c1202002202,96
n1202002210,85
c1202002210,87
n1202002211,81
c1202002211,84
n1202002212,75
c1202002212,91
n1202002220,69
c1202002220,95
n1202002221,65
c1202002221,89
n1202002222,59
c1202002222,82
n1202010000,61
c1202010000,73
n1202010001,69
c1202010001,76
n1202010002,71
c1202010002,83
n1202010010,72
c1202010010,81
n1202010011,80
c1202010011,68
n1202010012,82
c1202010012,75
n1202010020,70
c1202010020,89
n1202010021,78
c1202010021,86
n1202010022,80
c1202010022,93
n1202010100,65
c1202010100,79
n1202010101,73
c1202010101,70
n1202010102,75
c1202010102,77
n1202010110,76
c1202010110,82
n1202010111,84
c1202010111,62
n1202010112,86
c1202010112,69
n1202010120,74
c1202010120,95
n1202010121,82
c1202010121,80
n1202010122,84
c1202010122,87
n1202010200,72
c1202010200,83
n1202010201,80
c1202010201,78
n1202010202,82
c1202010202,85
n1202010210,83
c1202010210,90
n1202010211,91
c1202010211,70
n1202010212,93
c1202010212,77
n1202010220,81
c1202010220,99
n1202010221,89
c1202010221,88
n1202010222,88
c1202010222,95
n1202011000,101
c1202011000,79
n1202011001,94
c1202011001,59
n1202011002,100
c1202011002,66
n1202011010,91
c1202011010,71
n1202011011,83
c1202011011,51
n1202011012,89
c1202011012,58
n1202011020,107
c1202011020,89
n1202011021,99
c1202011021,69
n1202011022,100
c1202011022,76
n1202011100,98
c1202011100,73
n1202011101,90
c1202011101,53
n1202011102,96
c1202011102,60
n1202011110,87
c1202011110,65
n1202011111,79
c1202011111,45
n1202011112,85
c1202011112,52
n1202011120,103
c1202011120,83
n1202011121,95
c1202011121,63
n1202011122,99
c1202011122,70
n1202011200,108
c1202011200,81
n1202011201,100
c1202011201,61
n1202011202,98
c1202011202,68
n1202011210,97
c1202011210,73
n1202011211,89
c1202011211,53
n1202011212,95
c1202011212,60
n1202011220,99
c1202011220,91
n1202011221,95
c1202011221,71
n1202011222,89
c1202011222,78
n1202012000,86
c1202012000,89
n1202012001,82
c1202012001,69
n1202012002,76
c1202012002,76
n1202012010,93
c1202012010,81
n1202012011,89
c1202012011,61
n1202012012,83
c1202012012,68
n1202012020,77
c1202012020,99
n1202012021,73
c1202012021,79
n1202012022,67
c1202012022,86
n1202012100,85
c1202012100,83
n1202012101,81
c1202012101,63
n1202012102,75
c1202012102,70
n1202012110,92
c1202012110,75
n1202012111,88
c1202012111,55
n1202012112,82
c1202012112,62
n1202012120,76
c1202012120,93
n1202012121,72
c1202012121,73
n1202012122,66
c1202012122,80
n1202012200,75
c1202012200,91
n1202012201,71
c1202012201,71
n1202012202,65
c1202012202,78
n1202012210,82
c1202012210,83
n1202012211,78
c1202012211,63
n1202012212,72
c1202012212,70
n1202012220,66
c1202012220,101
n1202012221,62
c1202012221,81
n1202012222,56
c1202012222,85
n1202020000,58
c1202020000,77
n1202020001,66
c1202020001,97
n1202020002,68
c1202020002,94
n1202020010,69
c1202020010,85
n1202020011,77
c1202020011,96
n1202020012,79
c1202020012,102
n1202020020,67
c1202020020,93
n1202020021,75
c1202020021,91
n1202020022,77
c1202020022,84
n1202020100,62
c1202020100,83
n1202020101,70
c1202020101,98
n1202020102,72
c1202020102,98
n1202020110,73
c1202020110,91
n1202020111,81
c1202020111,90
n1202020112,83
c1202020112,97
n1202020120,71
c1202020120,99
n1202020121,79
c1202020121,89
n1202020122,81
c1202020122,82
n1202020200,69
c1202020200,87
n1202020201,77
c1202020201,97
n1202020202,79
c1202020202,90
n1202020210,80
c1202020210,95
n1202020211,88
c1202020211,98
n1202020212,90
c1202020212,92
n1202020220,78
c1202020220,91
n1202020221,83
c1202020221,81
n1202020222,77
c1202020222,74
n1202021000,98
c1202021000,94
n1202021001,104
c1202021001,87
n1202021002,98
c1202021002,93
n1202021010,102
c1202021010,99
n1202021011,94
c1202021011,79
n1202021012,100
c1202021012,86
n1202021020,99
c1202021020,94
n1202021021,95
c1202021021,84
n1202021022,89
c1202021022,77
n1202021100,102
c1202021100,100
n1202021101,101
c1202021101,81
n1202021102,97
c1202021102,88
n1202021110,98
c1202021110,93
n1202021111,90
c1202021111,73
n1202021112,96
c1202021112,80
n1202021120,98
c1202021120,92
n1202021121,94
c1202021121,82
n1202021122,88
c1202021122,75
n1202021200,97
c1202021200,100
n1202021201,93
c1202021201,89
n1202021202,87
c1202021202,83
n1202021210,104
c1202021210,101
n1202021211,100
c1202021211,81
n1202021212,94
c1202021212,85
n1202021220,88
c1202021220,84
n1202021221,84
c1202021221,74
n1202021222,78
c1202021222,67
n1202022000,75
c1202022000,94
n1202022001,71
c1202022001,90
n1202022002,65
c1202022002,83
n1202022010,82
c1202022010,102
n1202022011,78
c1202022011,89
n1202022012,72
c1202022012,85
n1202022020,66
c1202022020,84
n1202022021,62
c1202022021,74
n1202022022,56
c1202022022,67
n1202022100,74
c1202022100,98
n1202022101,70
c1202022101,88
n1202022102,64
c1202022102,81
n1202022110,81
c1202022110,100
n1202022111,77
c1202022111,83
n1202022112,71
c1202022112,83
n1202022120,65
c1202022120,82
n1202022121,61
c1202022121,72
n1202022122,55
c1202022122,65
n1202022200,64
c1202022200,90
n1202022201,60
c1202022201,80
n1202022202,54
c1202022202,73
n1202022210,71
c1202022210,92
n1202022211,67
c1202022211,82
n1202022212,61
c1202022212,75
n1202022220,55
c1202022220,74
n1202022221,51
c1202022221,64
n1202022222,45
c1202022222,57
n1202100000,69
c1202100000,57
n1202100001,77
c1202100001,77
n1202100002,79
c1202100002,74
n1202100010,80
c1202100010,65
n1202100011,88
c1202100011,84
n1202100012,90
c1202100012,82
n1202100020,78
c1202100020,73
n1202100021,86
c1202100021,93
n1202100022,88
c1202100022,90
n1202100100,73
c1202100100,63
n1202100101,81
c1202100101,83
n1202100102,83
c1202100102,80
n1202100110,84
c1202100110,71
n1202100111,92
c1202100111,78
n1202100112,94
c1202100112,85
n1202100120,82
c1202100120,79
n1202100121,90
c1202100121,96
n1202100122,87
c1202100122,96
n1202100200,80
c1202100200,67
n1202100201,88
c1202100201,87
n1202100202,86
c1202100202,84
n1202100210,91
c1202100210,75
n1202100211,99
c1202100211,86
n1202100212,93
c1202100212,92
n1202100220,87
c1202100220,83
n1202100221,83
c1202100221,102
n1202100222,77
c1202100222,95
n1202101000,94
c1202101000,74
n1202101001,86
c1202101001,75
n1202101002,92
c1202101002,82
n1202101010,83
c1202101010,82
n1202101011,75
c1202101011,67
n1202101012,81
c1202101012,74
n1202101020,99
c1202101020,90
n1202101021,91
c1202101021,85
n1202101022,89
c1202101022,92
n1202101100,90
c1202101100,80
n1202101101,82
c1202101101,69
n1202101102,88
c1202101102,76
n1202101110,79
c1202101110,81
n1202101111,71
c1202101111,61
n1202101112,77
c1202101112,68
n1202101120,95
c1202101120,96
n1202101121,87
c1202101121,79
n1202101122,88
c1202101122,86
n1202101200,97
c1202101200,84
n1202101201,92
c1202101201,77
n1202101202,87
c1202101202,84
n1202101210,89
c1202101210,89
n1202101211,81
c1202101211,69
n1202101212,87
c1202101212,76
n1202101220,88
c1202101220,100
n1202101221,84
c1202101221,87
n1202101222,78
c1202101222,88
n1202102000,75
c1202102000,74
n1202102001,71
c1202102001,85
n1202102002,65
c1202102002,91
n1202102010,82
c1202102010,82
n1202102011,78
c1202102011,77
n1202102012,72
c1202102012,84
n1202102020,66
c1202102020,90
n1202102021,62
c1202102021,95
n1202102022,56
c1202102022,88
n1202102100,74
c1202102100,80
n1202102101,70
c1202102101,79
n1202102102,64
c1202102102,86
n1202102110,81
c1202102110,88
n1202102111,77
c1202102111,71
n1202102112,71
c1202102112,78
n1202102120,65
c1202102120,96
n1202102121,61
c1202102121,89
n1202102122,55
c1202102122,86
n1202102200,64
c1202102200,84
n1202102201,60
c1202102201,87
n1202102202,54
c1202102202,94
n1202102210,71
c1202102210,92
n1202102211,67
c1202102211,79
n1202102212,61
c1202102212,86
n1202102220,55
c1202102220,95
n1202102221,51
c1202102221,85
n1202102222,45
c1202102222,78
n1202110000,86
c1202110000,78
n1202110001,94
c1202110001,71
n1202110002,94
c1202110002,78
n1202110010,97
c1202110010,83
n1202110011,98
c1202110011,63
n1202110012,101
c1202110012,70
n1202110020,95
c1202110020,94
n1202110021,91
c1202110021,81
n1202110022,85
c1202110022,88
n1202110100,90
c1202110100,84
n1202110101,98
c1202110101,65
n1202110102,93
c1202110102,72
n1202110110,101
c1202110110,77
n1202110111,94
c1202110111,57
n1202110112,100
c1202110112,64
n1202110120,94
c1202110120,95
n1202110121,90
c1202110121,75
n1202110122,84
c1202110122,82
n1202110200,93
c1202110200,88
n1202110201,89
c1202110201,73
n1202110202,83
c1202110202,80
n1202110210,100
c1202110210,85
n1202110211,96
c1202110211,65
n1202110212,90
c1202110212,72
n1202110220,84
c1202110220,103
n1202110221,80
c1202110221,83
n1202110222,74
c1202110222,90
n1202111000,77
c1202111000,74
n1202111001,69
c1202111001,54
n1202111002,75
c1202111002,61
n1202111010,66
c1202111010,66
n1202111011,58
c1202111011,46
n1202111012,64
c1202111012,53
n1202111020,82
c1202111020,84
n1202111021,74
c1202111021,64
n1202111022,80
c1202111022,71
n1202111100,73
c1202111100,68
n1202111101,65
c1202111101,48
n1202111102,71
c1202111102,55
n1202111110,62
c1202111110,60
n1202111111,54
c1202111111,40
n1202111112,60
c1202111112,47
n1202111120,78
c1202111120,78
n1202111121,70
c1202111121,58
n1202111122,76
c1202111122,65
n1202111200,83
c1202111200,76
n1202111201,75
c1202111201,56
n1202111202,81
c1202111202,63
n1202111210,72
c1202111210,68
n1202111211,64
c1202111211,48
n1202111212,70
c1202111212,55
n1202111220,85
c1202111220,86
n1202111221,80
c1202111221,66
n1202111222,75
c1202111222,73
n1202112000,72
c1202112000,84
n1202112001,68
c1202112001,64
n1202112002,62
c1202112002,71
n1202112010,79
c1202112010,76
n1202112011,75
c1202112011,56
n1202112012,69
c1202112012,63
n1202112020,63
c1202112020,94
n1202112021,59
c1202112021,74
n1202112022,53
c1202112022,81
n1202112100,71
c1202112100,78
n1202112101,67
c1202112101,58
n1202112102,61
c1202112102,65
n1202112110,78
c1202112110,70
n1202112111,74
c1202112111,50
n1202112112,68
c1202112112,57
n1202112120,62
c1202112120,88
n1202112121,58
c1202112121,68
n1202112122,52
c1202112122,75
n1202112200,61
c1202112200,86
n1202112201,57
c1202112201,66
n1202112202,51
c1202112202,73
n1202112210,68
c1202112210,78
n1202112211,64
c1202112211,58
n1202112212,58
c1202112212,65
n1202112220,52
c1202112220,96
n1202112221,48
c1202112221,76
n1202112222,42
c1202112222,81
n1202120000,83
c1202120000,82
n1202120001,89
c1202120001,99
n1202120002,83
c1202120002,96
n1202120010,94
c1202120010,90
n1202120011,96
c1202120011,91
n1202120012,90
c1202120012,98
n1202120020,84
c1202120020,97
n1202120021,80
c1202120021,87
n1202120022,74
c1202120022,80
n1202120100,87
c1202120100,88
n1202120101,88
c1202120101,93
n1202120102,82
c1202120102,94
n1202120110,98
c1202120110,96
n1202120111,95
c1202120111,85
n1202120112,89
c1202120112,92
n1202120120,83
c1202120120,95
n1202120121,79
c1202120121,85
n1202120122,73
c1202120122,78
n1202120200,82
c1202120200,92
n1202120201,78
c1202120201,93
n1202120202,72
c1202120202,86
n1202120210,89
c1202120210,100
n1202120211,85
c1202120211,93
n1202120212,79
c1202120212,88
n1202120220,73
c1202120220,87
n1202120221,69
c1202120221,77
n1202120222,63
c1202120222,70
n1202121000,88
c1202121000,99
n1202121001,80
c1202121001,82
n1202121002,84
c1202121002,89
n1202121010,77
c1202121010,94
n1202121011,69
c1202121011,74
n1202121012,75
c1202121012,81
n1202121020,85
c1202121020,90
n1202121021,81
c1202121021,80
n1202121022,75
c1202121022,73
n1202121100,84
c1202121100,96
n1202121101,76
c1202121101,76
n1202121102,82
c1202121102,83
n1202121110,73
c1202121110,88
n1202121111,65
c1202121111,68
n1202121112,71
c1202121112,75
n1202121120,84
c1202121120,88
n1202121121,80
c1202121121,78
n1202121122,74
c1202121122,71
n1202121200,83
c1202121200,96
n1202121201,79
c1202121201,84
n1202121202,73
c1202121202,79
n1202121210,83
c1202121210,96
n1202121211,75
c1202121211,76
n1202121212,80
c1202121212,81
n1202121220,74
c1202121220,80
n1202121221,70
c1202121221,70
n1202121222,64
c1202121222,63
n1202122000,61
c1202122000,96
n1202122001,57
c1202122001,86
n1202122002,51
c1202122002,79
n1202122010,68
c1202122010,98
n1202122011,64
c1202122011,84
n1202122012,58
c1202122012,81
n1202122020,52
c1202122020,80
n1202122021,48
c1202122021,70
n1202122022,42
c1202122022,63
n1202122100,60
c1202122100,94
n1202122101,56
c1202122101,84
n1202122102,50
c1202122102,77
n1202122110,67
c1202122110,96
n1202122111,63
c1202122111,78
n1202122112,57
c1202122112,79
n1202122120,51
c1202122120,78
n1202122121,47
c1202122121,68
n1202122122,41
c1202122122,61
n1202122200,50
c1202122200,86
n1202122201,46
c1202122201,76
n1202122202,40
c1202122202,69
n1202122210,57
c1202122210,88
n1202122211,53
c1202122211,78
n1202122212,47
c1202122212,71
n1202122220,41
c1202122220,70
n1202122221,37
c1202122221,60
n1202122222,31
c1202122222,53
n1202200000,68
c1202200000,62
n1202200001,76
c1202200001,82
n1202200002,78
c1202200002,79
n1202200010,79
c1202200010,70
n1202200011,87
c1202200011,90
n1202200012,89
c1202200012,87
n1202200020,77
c1202200020,78
n1202200021,84
c1202200021,98
n1202200022,78
c1202200022,95
n1202200100,72
c1202200100,68
n1202200101,80
c1202200101,88
n1202200102,82
c1202200102,85
n1202200110,83
c1202200110,76
n1202200111,91
c1202200111,84
n1202200112,93
c1202200112,91
n1202200120,81
c1202200120,84
n1202200121,83
c1202200121,102
n1202200122,77
c1202200122,97
n1202200200,79
c1202200200,72
n1202200201,82
c1202200201,92
n1202200202,76
c1202200202,89
n1202200210,90
c1202200210,80
n1202200211,89
c1202200211,92
n1202200212,83
c1202200212,97
n1202200220,77
c1202200220,88
n1202200221,73
c1202200221,96
n1202200222,67
c1202200222,89
n1202201000,98
c1202201000,79
n1202201001,94
c1202201001,81
n1202201002,88
c1202201002,88
n1202201010,93
c1202201010,87
n1202201011,85
c1202201011,73
n1202201012,91
c1202201012,80
n1202201020,89
c1202201020,95
n1202201021,85
c1202201021,91
n1202201022,79
c1202201022,92
n1202201100,97
c1202201100,85
n1202201101,92
c1202201101,75
n1202201102,87
c1202201102,82
n1202201110,89
c1202201110,87
n1202201111,81
c1202201111,67
n1202201112,87
c1202201112,74
n1202201120,88
c1202201120,101
n1202201121,84
c1202201121,85
n1202201122,78
c1202201122,90
n1202201200,87
c1202201200,89
n1202201201,83
c1202201201,83
n1202201202,77
c1202201202,90
n1202201210,94
c1202201210,95
n1202201211,90
c1202201211,75
n1202201212,84
c1202201212,82
n1202201220,78
c1202201220,99
n1202201221,74
c1202201221,89
n1202201222,68
c1202201222,82
n1202202000,65
c1202202000,79
n1202202001,61
c1202202001,91
n1202202002,55
c1202202002,96
n1202202010,72
c1202202010,87
n1202202011,68
c1202202011,83
n1202202012,62
c1202202012,90
n1202202020,56
c1202202020,95
n1202202021,52
c1202202021,89
n1202202022,46
c1202202022,82
n1202202100,64
c1202202100,85
n1202202101,60
c1202202101,85
n1202202102,54
c1202202102,92
n1202202110,71
c1202202110,93
n1202202111,67
c1202202111,77
n1202202112,61
c1202202112,84
n1202202120,55
c1202202120,97
n1202202121,51
c1202202121,87
n1202202122,45
c1202202122,80
n1202202200,54
c1202202200,89
n1202202201,50
c1202202201,93
n1202202202,44
c1202202202,88
n1202202210,61
c1202202210,97
n1202202211,57
c1202202211,85
n1202202212,51
c1202202212,90
n1202202220,45
c1202202220,89
n1202202221,41
c1202202221,79
n1202202222,35
c1202202222,72
n1202210000,85
c1202210000,83
n1202210001,90
c1202210001,77
n1202210002,84
c1202210002,84
n1202210010,96
c1202210010,89
n1202210011,97
c1202210011,69
n1202210012,91
c1202210012,76
n1202210020,85
c1202210020,99
n1202210021,81
c1202210021,87
n1202210022,75
c1202210022,94
n1202210100,89
c1202210100,89
n1202210101,89
c1202210101,71
n1202210102,83
c1202210102,78
n1202210110,100
c1202210110,83
n1202210111,96
c1202210111,63
n1202210112,90
c1202210112,70
n1202210120,84
c1202210120,101
n1202210121,80
c1202210121,81
n1202210122,74
c1202210122,88
n1202210200,83
c1202210200,93
n1202210201,79
c1202210201,79
n1202210202,73
c1202210202,86
n1202210210,90
c1202210210,91
n1202210211,86
c1202210211,71
n1202210212,80
c1202210212,78
n1202210220,74
c1202210220,109
n1202210221,70
c1202210221,89
n1202210222,64
c1202210222,92
n1202211000,87
c1202211000,80
n1202211001,79
c1202211001,60
n1202211002,85
c1202211002,67
n1202211010,76
c1202211010,72
n1202211011,68
c1202211011,52
n1202211012,74
c1202211012,59
n1202211020,86
c1202211020,90
n1202211021,82
c1202211021,70
n1202211022,76
c1202211022,77
n1202211100,83
c1202211100,74
n1202211101,75
c1202211101,54
n1202211102,81
c1202211102,61
n1202211110,72
c1202211110,66
n1202211111,64
c1202211111,46
n1202211112,70
c1202211112,53
n1202211120,85
c1202211120,84
n1202211121,80
c1202211121,64
n1202211122,75
c1202211122,71
n1202211200,84
c1202211200,82
n1202211201,80
c1202211201,62
n1202211202,74
c1202211202,69
n1202211210,82
c1202211210,74
n1202211211,74
c1202211211,54
n1202211212,80
c1202211212,61
n1202211220,75
c1202211220,92
n1202211221,71
c1202211221,72
n1202211222,65
c1202211222,79
n1202212000,62
c1202212000,90
n1202212001,58
c1202212001,70
n1202212002,52
c1202212002,77
n1202212010,69
c1202212010,82
n1202212011,65
c1202212011,62
n1202212012,59
c1202212012,69
n1202212020,53
c1202212020,100
n1202212021,49
c1202212021,80
n1202212022,43
c1202212022,85
n1202212100,61
c1202212100,84
n1202212101,57
c1202212101,64
n1202212102,51
c1202212102,71
n1202212110,68
c1202212110,76
n1202212111,64
c1202212111,56
n1202212112,58
c1202212112,63
n1202212120,52
c1202212120,94
n1202212121,48
c1202212121,74
n1202212122,42
c1202212122,81
n1202212200,51
c1202212200,92
n1202212201,47
c1202212201,72
n1202212202,41
c1202212202,79
n1202212210,58
c1202212210,84
n1202212211,54
c1202212211,64
n1202212212,48
c1202212212,71
n1202212220,42
c1202212220,92
n1202212221,38
c1202212221,82
n1202212222,32
c1202212222,75
n1202220000,82
c1202220000,87
n1202220001,79
c1202220001,97
n1202220002,73
c1202220002,90
n1202220010,90
c1202220010,95
n1202220011,86
c1202220011,97
n1202220012,80
c1202220012,92
n1202220020,74
c1202220020,91
n1202220021,70
c1202220021,81
n1202220022,64
c1202220022,74
n1202220100,82
c1202220100,93
