c5,0.001911552,0.00219700450543,0.00996202987053

c13,0.0,-0.000388125074096,0.00982746867295

c14,0.004023394,0.00395707273856,0.00954698622889

c15,0.003015043,0.00359479314648,0.00980236622272

c16,0.004295276,0.00392538297456,0.00984445287924

c19,0.001711909,0.0018689497374,0.00998142128358

c20,0.005130877,0.00583527784329,0.00987562867903

c21,0.000393187,0.00109759066254,0.00987565225529

c24,0.0,8.42853914946e-05,0.00997516055491

c25,0.0,2.33964528888e-05,0.00998237689136

c28,0.000968647,0.00106304808287,0.00995811505394

c30,0.000660853,0.000591196934693,0.00993334569426

c31,0.0,-0.000285455607809,0.00996202840979

c32,0.005301712,0.00502286601113,0.00986528506084

c35,0.000650184,-1.2646371033e-05,0.0096772982757

c37,0.0,0.000754373031668,0.00971873170672

c39,0.000732794,0.000732799409889,0.00999998131998

c40,0.000502425,0.000849506293889,0.00996133307415

c41,0.000988609,0.00128976715496,0.00994172024793

c42,0.000965562,0.000727758859284,0.00982900037799

c43,0.0,3.16282967106e-06,0.00991634277906

c44,0.000510923,0.000149899802636,0.0096768644437

c46,0.000727523,0.000308145419694,0.00964103134557

c47,0.0,0.00015906488988548517,4.971538146492094e-05

c48,0.000789557,0.0015220856294,0.00968172646017

c49,0.001094473,0.00169661536347,0.00983034532763

c50,0.0,-5.79408369958e-05,0.00990235895564

c51,0.0,0.000337847857736,0.00991054531968

c52,0.000843577,0.00183047656901,0.00971654539406

c53,0.0,0.000224531278946,0.00987325013477

c54,0.000462631,0.00135478196898,0.00961959705867

c55,0.000857175,0.00192591038649,0.00977495686386

c56,0.00290376,0.00357257918222,0.00988405434365

c57,0.00911494,0.00867556233425,0.00991622684842

c58,0.004188873,0.00472105536028,0.0098814164347

c59,0.001137885,0.00127863948001,0.00975774506701

c60,0.0,0.00044128857553,0.00955138874828

c62,0.009828811,0.00994135686778,0.00988236919641

c63,0.004767779,0.00511668913532,0.00979136338516

c64,0.004844,0.00449604762252,0.00978475946181

c69,0.000767452,0.00142055394826,0.00973531594247

c70,0.002496848,0.00293664605124,0.00992407478822

c71,0.003633391,0.00337990373373,0.00994197493231

c72,0.001499074,0.001579733158,0.00990469524906

c73,0.002783044,0.00384602037957,0.0095835020084

c74,0.001270783,0.00138049427187,0.00999375770033

c75,0.000809953,0.00094046688173,0.00997690514526

c76,0.000563113,0.000235437648371,0.00991007691249

c95,0.001267471,0.000871913798619,0.00997336386226

c96,0.007370581,0.00749215926044,0.0099571680786

c97,0.000391132,-0.000119853124488,0.00993859910257

c103,0.000649355,0.000812088313978,0.00996814337414

c77,0.00134245,0.00138978322502,0.00998833589563

c78,0.008753537,0.00845009915065,0.00993799803779

c79,0.000719803,0.000937768898439,0.00992451467586

c80,0.000631841,0.000114708091132,0.00993904273973

c81,0.003773919,0.00345327559626,0.00986876190876

c83,0.000536484,-6.38484489173e-05,0.00992933310157

c84,0.000647956,0.000195451430045,0.00990609088469

c85,0.001751059,0.00174537295243,0.00994472920514

c86,0.006537406,0.00673641683534,0.00997776711701

c87,0.001677896,0.00165137881413,0.00995340193734

c88,0.000421593,0.000267673516646,0.00997372862507

c89,0.000561377,0.000814872968476,0.00994197859152

c90,0.00145181,0.001776324003,0.00998489194036

c92,0.000674826,0.000397399591748,0.00995875581874

c4,0.000647958,0.00127786560915,0.00984468642958

c36,0.000510802,0.000692660920322,0.00992762705703

c1c2,0.008069334,0.00379482863354,0.00470392081616

cheriff,0.001234882,0.000640879385173,0.00433265147239

cschrimson,0.008387107,0.00646868441254,0.00771016849929

n1,0.002290391,0.00229039636906,0.00999999150633

n3,0.000454559,0.00133926514536,0.00968765109059

n4,0.000748934,0.00183119706344,0.00979777275022

n9,0.004872187,0.0041759168962,0.00907907485912

n13,0.003710121,0.00271296966821,0.00966568863357

n14,0.002690085,0.00286087777931,0.00967807566602

n18,0.000551137,0.00110573717393,0.00991115098581

n21,0.003862357,0.00394320627674,0.00989450335127

n23,0.0,-1.4096556697e-05,0.00991891858451

n29,0.000614705,0.000696618459187,0.0099210463658

n32,0.00068554,0.000449413433671,0.00993137366762

n34,0.000785195,0.000425565056503,0.00993878944437

n35,0.0,0.00060984591255,0.00984021401239

n36,0.001281594,0.00151551869931,0.00930855857864

n37,0.000628415,0.00105782155879,0.00993330174548

n38,0.00064941,-0.00047045975225,0.0090934453849

n40,0.001286421,0.00136735639535,0.0094205298668

n41,0.000590248,0.000178996939212,0.00990131626192

n42,0.000608776,0.000458098831587,0.00989483499014

n43,0.000754979,0.000543442729395,0.00953579402015

n44,0.0,-0.000101610494312,0.00990576402977

n45,0.000545917,0.000837898871396,0.00963651801768

n46,0.000700845,0.000196054257685,0.00986553360579

n47,0.000640773,0.000612814095803,0.00973662974374

n48,0.001108939,-4.64944751002e-05,0.00970789040514

n49,0.000716815,0.000431839725934,0.00956210616608

n50,0.000586289,0.000407628482208,0.00988211297586

n51,0.00820276,0.00815366837196,0.00998347306711

n52,0.001398762,0.0013545769616,0.00995499393257

n53,0.00061896,0.000353724288289,0.00989440628413

n56,0.001142051,0.00123879977036,0.00983984873682

n57,0.005003899,0.00529161092709,0.00987108256682

n59,0.003778934,0.00391538170516,0.00991972544947

n60,0.003127992,0.00250620712177,0.00972502209945

n61,0.000877026,0.000777726090746,0.00993111651345

n62,0.000452635,0.00010802707402,0.00989114221492

n63,0.0,4.41842712462e-05,0.00995501293557

n64,0.002156126,0.00219014508184,0.00973557752114

n65,0.003077038,0.00441744900309,0.00954063564972

n68,0.004138397,0.00377877117717,0.00993879383683

n70,0.008125039,0.00848099711584,0.00975698744731

n72,0.011387856,0.0112827400444,0.00989348115711

n75,0.0,-0.000238956185058,0.00991267122828

n76,0.000561941,0.000517774140462,0.0099550114738

n77,0.000782853,0.00125278771156,0.00983083233611

n78,0.0,0.000105373561382,0.0097373814752

n80,0.002218783,0.00180515734246,0.00995078094976

n82,0.004370587,0.00427740701707,0.00992844640538

n84,0.003669837,0.00347442459315,0.00992730091118

n86,0.000635594,0.000541957328096,0.00985777708422

n88,0.000620488,0.000545221031643,0.009896472432

n89,0.00120098,0.00125005014706,0.00998348691431

n93,0.000582898,0.00118780112825,0.00985126642893

n94,0.006379482,0.00643545394996,0.00987649212275

n95,0.000620288,0.00062028109096,0.0099999987823

n96,0.0,-4.41756565124e-05,0.00995500781938

n97,0.000550331,0.000327866815496,0.00994802615826

n98,0.0,0.000364530016668,0.00997470028811

n99,0.0,0.000101607234683,0.00990576696784

n100,0.000679364,0.000749728118535,0.0098342651355

n28,0.00080698,0.000421747448854,0.00986915044324

n73,0.000424976,0.000369004032109,0.00987650759332

n87,0.000420304,0.00085818086518,0.00981089633692

