mKate_pix,mKate_pix_std,GFP_pix,GFP_pix_std,mKate_mean,mKate_std,GFP_mean,GFP_std,pix_ratio_mean,pix_ratio_std,intensity_ratio_mean,intensity_ratio_std,sum_ratio,sum_ratio_std,Label,E,m,Chimera,s_block
681561.75,24491.5,298863.75,132382.0,0.000857174941501,9.115758151e-06,0.00335091097045,0.00246413431795,0.439953855304,0.21196117494,4.02917245558,2.99138576548,1.13859231397,0.462043572504,c55,10,25,1333333333,133333333333333333333333
743856.375,104694.125,669237.25,87770.5,0.00290376035393,0.00099178807608,0.00671510461579,0.00170279907323,0.895961232255,0.0174473779395,2.42893043079,0.20198067344,2.17975153498,0.22334532028,c56,8,10,3133333333,313333333333333333333333
662176.25,54155.0,731058.5,32954.25,0.00911493952563,0.00061207928313,0.00271297448171,0.000207910151775,1.09090621539,0.164498342111,0.307974082057,0.0023186465795,0.336352253815,0.0531906518775,c57,8,21,3313333333,331133333333333333333333
795369.125,41562.375,786523.25,12189.0,0.0041888731811,0.00013001922694,0.0103547844773,3.491004235e-05,0.997610708351,0.0596319047495,2.53232611427,0.111790586775,2.51960936301,0.039483943185,c58,12,10,3331333333,333311133333333333333333
615927.25,16346.75,429604.625,272142.875,0.0011378853323,8.8790633635e-05,0.00168868501307,0.000770559952829,0.71902615054,0.48141731202,1.41589924382,0.468735407351,0.79241124298,0.34460539248,c59,9,10,3333133333,333333311111133333333333
,,,,,,,,,,,,,,c60,9,25,3333313333,333333333333311133333333
792978.625,50352.875,729661.75,66438.0,0.00982881067193,0.00063531296407,0.00352689645064,0.00029729882839,0.929040083797,0.138704906914,0.357486767664,0.003607819164,0.331619114366,0.0462333602135,c62,8,10,3333333133,333333333333333333111333
856405.25,58580.0,400825.625,136975.125,0.00476777942079,4.0065456215e-05,0.00267902122869,0.00186750442971,0.476336015539,0.210506564736,0.5795013598,0.407253037778,0.190307930766,0.0720004488205,c63,20,16,3333333313,333333333333333333333113
821869.5,68309.0,916528.375,10426.125,0.00484400031324,0.00076523611294,0.00941526663378,0.00082349525252,1.12213263553,0.106129472045,1.99886005714,0.168467227735,2.22510676603,0.023095388295,c64,7,17,3333333331,333333333333333333333331
686987.0,0.0,636573.0,0.0,0.000767452251954,0.0,0.000687823788766,0.0,0.926615787489,0.0,0.896243104395,0.0,0.830473009961,0.0,c69,11,28,3333323333,333333333333322233333333
574146.625,8240.375,458327.875,17937.625,0.00249684772167,0.00025823530102,0.00709782148756,0.00109917532034,0.800356891077,0.0471263946175,2.99597855425,0.17805909556,2.38946079821,0.00132115654,c70,8,10,3333332333,333333333333333322333333
684682.5,62053.25,734016.5,9056.5,0.00363339108324,0.00023042229572,0.00402020500215,0.000453185611765,1.07479603878,0.086975817059,1.10400324755,0.04511213522,1.18265465244,0.047535240255,c71,5,8,3333333233,333333333333333333222333
596816.625,53826.375,542169.5,92360.5,0.00149907434201,0.00026350554703,0.000838982688688,3.0608689437e-05,0.899780784391,0.080255546341,0.610582727457,0.132776659359,0.560046668785,0.168472537086,c72,19,18,3333333323,333333333333333333333223
774973.25,0.0,461346.5,0.0,0.00278304418866,0.0,0.00983118071044,0.0,0.540769045427,0.0,4.4861664138,0.0,2.42597992922,0.0,c73,2,7,3333333332,333333333333333333333332
680217.625,96062.875,389995.875,134784.625,0.00127078338115,0.00027505342691,0.00283662830736,0.00139397113342,0.646778672426,0.320955708786,2.56323398888,1.5482469988,1.16092636357,0.178688556789,c74,32,79,3112312321,311122233333311122333221
543135.708333,94146.9583335,132034.5,87483.5,0.000809953130451,0.000200349310379,0.003149744299,0.00183668052889,0.33897818563,0.258685909673,4.18660922598,2.7345508255,0.711779431519,0.156063738729,c75,56,93,1132231322,113322222222233311333222
671571.333333,203237.666667,186459.333334,35133.6666665,0.000563112588186,5.38018837595e-05,0.0010607636897,0.000237461425545,0.448098553781,0.194794118184,2.01954201132,0.52944253575,0.80182156269,0.156152470649,c76,31,78,3122323121,312222233333322233111221
602271.25,49503.25,157579.875,100415.875,0.00126747143919,0.000174012490385,0.00140038953307,0.000537015883721,0.300267855676,0.218869542337,1.05989331041,0.248402045186,0.263884249618,0.157391214323,c95,41,87,3221312133,322211133333311122111333
772077.0,129461.5,802174.25,84107.75,0.00737058147742,0.00191067877382,0.00411147881721,0.00034919136116,1.10672763681,0.104109430345,0.585092994752,0.09315974403,0.637839779512,0.0421887649755,c96,29,77,3213232311,321133322222233322333111
844032.0,21231.0,407910.0,387115.0,0.000391131778442,9.6608325425e-06,0.00117783001003,0.0001108332673,0.495137648206,0.471104492968,3.02017963264,0.357963031125,1.32676664818,1.24557922113,c97,56,89,1123311332,112233333333311111333332
479026.0,0.0,223521.25,0.0,0.000649355156622,0.0,0.00101635905347,0.0,0.745562961325,0.0,1.83757148336,0.0,1.37002523678,0.0,c103,24,86,1231313122,123311133333311133111222
629673.25,4700.0,303998.625,277812.875,0.00134245032075,0.00024477620342,0.00299134160215,0.00194811403638,0.48450044308,0.443963156964,2.60833350395,1.94932090042,0.398312077476,0.213557136872,c77,37,73,1332132323,133322211111133322333223
558124.5,16816.0,541002.5,195959.5,0.00875353747615,0.000212140529735,0.00195159248864,0.000423761065065,0.96330430941,0.31355240629,0.224621721718,0.053131594337,0.199719533264,0.019248787559,c78,38,83,3221331213,322211133333333311222113
684746.5,7011.0,245496.375,209723.375,0.000719803364425,7.80440207975e-05,0.00212549261839,0.00115915336496,0.358417741688,0.302225546815,3.6122408349,2.37739011785,0.57618317412,0.239612664405,c79,39,101,3112321132,311122233333322211111332
691465.5,60044.5,329317.333334,167828.666667,0.000631840600322,4.09535174715e-05,0.00142634936363,0.000557343151621,0.471896867767,0.184697901886,2.43886529719,0.956482204885,0.974232638214,0.0009076531875,c80,40,89,1133322313,113333333333322222333113
649684.5,65618.0,445226.625,141141.125,0.00377391888502,0.00045873051514,0.00139568324313,0.000439884642791,0.680709525791,0.159464841465,0.403909355659,0.176063046522,0.246869080151,0.055438451541,c81,17,96,1213332222,121133333333333322222222
663572.75,118678.25,395093.0,296772.0,0.000536484267586,9.64492610925e-05,0.00125566431443,0.000282214549279,0.528896539298,0.360486154621,2.36291687245,0.14148784298,1.19873414805,0.776966386534,c83,32,95,1131322331,113311133333322222333331
649486.25,102921.25,350657.0,302520.5,0.000647955555166,6.61008186885e-05,0.00159927962545,0.000684216507415,0.506388238922,0.365616295292,2.61690270758,1.01803137095,0.952959895186,0.441263159985,c84,42,95,1323131323,132233311111133311333223
582056.625,6375.875,394127.875,344541.875,0.00175105866929,0.00030706049798,0.003143621876,0.00213175208878,0.699927556413,0.614620353677,2.47458725962,1.89782833383,0.565587891997,0.192589348516,c85,40,88,3211321223,321111133333322211222223
607311.625,35116.125,351564.125,14124.625,0.00653740644624,0.00091295717419,0.00716283038958,0.00601068149921,0.583389162641,0.0519174724835,1.193979666,1.03938301441,0.750516936604,0.668353192896,c86,51,77,3321131232,332211111111133311222332
555979.75,16944.0,271338.375,4215.625,0.00167789632585,0.00017323814962,0.00241704697614,0.00142208976701,0.50859009133,0.0110699588305,1.58017782551,1.02251449858,0.792343591191,0.502548238749,c87,40,99,3211222331,321111122222222222333331
816713.0,0.0,63013.0,0.0,0.00042159348441,0.0,0.00101475496689,0.0,0.077154398179,0.0,2.40695125617,0.0,0.185706875616,0.0,c88,47,82,1222221333,122222222222222211333333
554190.5,246466.5,194624.5,166647.5,0.000561377355227,0.00012503604138,0.002355092135,0.00142542270803,0.271067660851,0.180151775187,3.81911850269,1.68851707336,0.73105017084,0.230318604529,c89,36,75,1322313211,132222233333311133222111
695573.0,184299.0,379801.75,245884.25,0.00145181037632,0.0002943849154,0.0013952231555,0.000536636299613,0.498293769474,0.210593657333,1.01881132963,0.209453476454,0.463557764174,0.110185841727,c90,33,81,3313131222,331133311111133311222222
283183.0,0.0,204479.0,0.0,0.000674825894605,0.0,0.00220471568043,0.0,0.722073712052,0.0,3.26708814533,0.0,2.3590784647,0.0,c92,36,95,1332123312,133322211111122233333112
648691.666667,80788.0,186958.333333,164291.666667,0.000647957523509,7.92470697585e-05,0.00174161042446,0.0007397964429,0.266280132802,0.214638972919,2.76576451373,0.976646506085,0.526841739045,0.333579293221,c4,5,23,2212222222,221122222222222222222222
761286.875,45998.125,226067.5,139726.5,0.000510801586761,1.453205763e-06,0.00517902054418,0.00417760609837,0.285946942882,0.165744665103,10.9599278102,8.99074496277,1.64378983867,0.754326471882,c36,7,10,1211111111,121111111111111111111111
,,,,,,,,,,,,,,c47,9,21,1131111111,113311111111111111111111
592557.625,4508.625,574950.125,80583.125,0.00229039071802,0.00033955705793,0.00373863785476,0.0011473827953,0.977203199714,0.155780080865,1.78186012385,0.681266781815,1.6351116201,0.388157764865,n1,5,40,1111112111,211121111111111111111111
793017.5,0.0,128478.0,0.0,0.000454559087873,0.0,0.00138262221271,0.0,0.161733840617,0.0,3.04831122147,0.0,0.493015081243,0.0,n3,1,5,1222222222,222222222222222222221222
569130.75,108861.25,275320.625,142990.125,0.000748934099705,0.000200651169076,0.00186528340298,0.00081854506359,0.723646062752,0.545676700787,2.96180213928,1.61845698514,1.26014218872,0.444996394717,n4,5,19,2122222222,211222221222222222212122
561725.708333,134529.958334,461066.875,135473.875,0.00487218671726,0.00056439997101,0.00130595848928,0.000225826854605,0.936568756393,0.482643898767,0.283307071294,0.082764134542,0.225390946865,0.059222126875,n9,2,4,2222222122,222222122222112222222222
603404.0,73575.25,634955.0,5172.5,0.00371012145635,0.00038298684955,0.00633351127645,0.00105398378096,1.06699725116,0.167312898942,1.81953068005,0.44795561422,1.86648548161,0.173536456215,n13,10,33,2322222222,233222223222222222232322
500672.0,124010.0,413866.125,160590.625,0.00269008466914,0.00028710191697,0.00133412527756,0.000301832475785,1.19478101302,0.784841809749,0.612283421784,0.105560233904,0.648696521918,0.354424265631,n14,4,18,2232222222,222322232222222222222222
585481.0,107679.25,210065.5,145598.75,0.000551137416221,5.461896978e-05,0.00160230669536,0.00047595891503,0.767685723382,0.677175369168,3.10777029777,0.91741870781,1.76453753701,1.40021625434,n18,18,10,2222222322,222222322222332222222222
825319.125,140430.875,839544.541667,6915.7916665,0.00386235701232,0.000153267729375,0.00357967714653,0.000243237612015,1.02892039803,0.195057628186,0.953265282027,0.117853910662,0.957845789132,0.0646793722775,n21,29,57,3323222323,233222323233332322233322
,,,,,,,,,,,,,,n23,29,78,1331132331,233323333111333113331331
485547.5,189410.5,367486.125,92356.625,0.000614705206268,0.000131813388962,0.00163362145536,0.000877657617594,0.850993570122,0.272368454708,2.97585167791,1.94441933585,2.00283215373,0.84416022948,n29,16,56,3123332221,211222221331222133313133
623310.416667,25692.0833335,587509.0,144228.0,0.000685539532167,0.000157583203173,0.00120486264157,0.000480344292431,1.04705944574,0.39805086111,1.72105995721,0.308353861935,1.6793115646,0.362204574215,n32,16,88,1111322333,211123311313333332211123
508912.666667,150893.333333,485607.083334,430918.583334,0.000785195033692,0.000283689515088,0.0037758814235,0.00302714013285,1.92201982221,1.84950901665,6.61713705446,5.69141813484,2.19193942702,1.29943617497,n34,20,70,3113222231,211123211231223122213122
,,,,,,,,,,,,,,n35,29,72,3331312131,233323133311113131133313
648887.5,122875.0,559501.875,99853.625,0.00128159448927,7.462877275e-06,0.00226757368661,0.000501753524305,1.01430128465,0.434503390004,1.84121101194,0.315330713645,1.73053043066,0.48017207846,n36,1,5,2111111111,111111111111111111112111
589530.75,100250.25,320556.625,265840.625,0.000628414883986,0.000115109207839,0.00215498937883,0.00133542441319,1.005029149,0.941758400195,3.98868433898,2.65090184406,1.51223494708,1.09214335755,n37,6,19,1211111111,122111112111111111121211
604391.25,0.0,670998.75,0.0,0.000649410209635,0.0,0.00116068623607,0.0,1.52270344625,0.0,1.86470830609,0.0,2.83939776394,0.0,n38,4,19,1121111111,111211121111111111111111
738407.0,90054.5,664313.875,87860.875,0.0012864209023,3.069032561e-05,0.00328142004311,0.00058868697082,0.971487802958,0.290382253092,2.67397137307,0.309785018715,2.50777450268,0.475521464795,n40,5,25,1111211111,111111111211111121111112
655920.375,110285.875,498762.875,236881.875,0.000590248175482,3.38492973915e-05,0.00188953056529,0.00075013044924,1.27135866888,0.925967217376,3.33331756219,1.34598728492,2.991502078,1.3753101848,n41,8,17,1111121111,111111111111111112211121
639843.5,100676.0,547029.0,247041.5,0.000608775872602,6.9512469007e-05,0.00197046290575,0.000555807084055,1.13425237766,0.749259300739,3.38369993409,1.09835212542,3.01501915008,1.28946013676,n42,2,4,1111111211,111111211111221111111111
783579.0,110120.25,677898.875,142813.875,0.00075497934727,2.265287484e-06,0.0021191575646,0.00045575513007,0.97862205032,0.39875409652,2.79487051393,0.56436064339,2.51008079425,0.562170296715,n43,6,11,1111111121,111112111111112111111111
,,,,,,,,,,,,,,n44,6,8,1111111112,111111111112111211111111
507214.0,0.0,508371.0,0.0,0.000545917309458,0.0,0.000982142224667,0.0,1.00278419915,0.0,1.8566946678,0.0,1.86186407552,0.0,n45,3,7,3111111111,111111111111111111113111
590566.75,96388.0,217044.625,116531.375,0.000700844770976,0.000188319922319,0.00295029863919,0.00209889997316,0.474494750593,0.347355173151,4.90818351131,3.58971435527,1.08200145963,0.00158231572,n46,21,35,1311111111,133111113111111111131311
515867.5,151006.5,270528.5,249053.5,0.000640773477263,0.000128214442687,0.00261697744776,0.00201091535993,0.909886224337,0.880685745693,4.99585859309,4.15406904198,0.887233520691,0.620051254189,n47,5,15,1131111111,111311131111111111111111
918690.5,55961.0,575546.125,69693.375,0.00110893918235,0.000153379849407,0.00238679754384,0.00136693340412,0.592691428793,0.008096766999,2.5139074342,1.64666234724,1.47663874768,0.955608136571,n48,1,4,1113111111,111111111131111111111111
880032.833333,95177.5,205942.666667,132978.333333,0.000716815034096,7.2888256379e-05,0.000894604774345,0.000191695019985,0.293471271828,0.221606711468,1.34270188939,0.414347045691,0.302222344963,0.175952795712,n49,8,24,1111311111,111111111311111131111113
601743.166667,231583.833333,294808.833333,107808.833333,0.00058628947726,0.000125606865267,0.000820758184177,0.000238838187903,0.703562508417,0.479160802963,1.58231852141,0.717738707789,0.769347732496,0.253210967624,n50,12,14,1111131111,111111111111111113311131
1199813.5,0.0,1519888.0,0.0,0.00820276025845,0.0,0.00728386538183,0.0,1.26809965577,0.0,0.90558475952,0.0,1.14837172182,0.0,n51,10,32,1111113111,311131111111111111111111
744334.125,10309.875,981154.625,643952.625,0.00139876207193,0.000403261968647,0.00187067363073,0.000733078957785,1.36407941566,0.918521941865,1.63709108156,0.992773693693,1.32123782494,0.14948191927,n52,15,11,1111111311,111111311111331111111111
710193.0,74387.0,215486.375,70552.375,0.000618959671356,7.96366969535e-05,0.00135246861535,0.000676273294488,0.363656041715,0.209973734806,2.4871994251,1.44882426991,0.600270054856,0.004627146647,n53,9,9,1111111131,111113111111113111111111
580499.375,63144.125,214588.0,66292.5,0.00114205130684,0.000152041695364,0.00250428543351,0.000904691859725,0.394517739248,0.189009918023,2.05279207426,0.77477302947,0.663423101499,0.082336357658,n56,12,35,3133333333,311333331333333333313133
766521.75,27907.75,723156.875,5268.625,0.00500389892867,0.000226696356645,0.0075188096098,0.0034534647386,0.944268729683,0.0272186259315,1.60316202822,0.828247277373,1.53635952468,0.825723872025,n57,8,15,3313333333,333133313333333333333333
671793.0,34503.5,789125.625,56439.125,0.00377893363158,3.8628662315e-05,0.00848238721608,0.00094373609396,1.18520959301,0.15058038877,2.24145244122,0.26642544159,2.61647248904,0.021748790815,n59,9,24,3333133333,333333333133333313333331
511388.125,10779.375,478028.75,110266.5,0.00312799233962,0.00011586901782,0.00379498899737,0.00065461953175,0.947320259713,0.244387086837,1.29786778712,0.292467923695,1.15802106531,0.04012133816,n60,17,14,3333313333,333333333333333331133313
587793.5,96117.75,250644.5,191562.5,0.000877026382483,0.000131740374768,0.00139997610246,0.000544943902181,0.55742685217,0.48508000526,1.94758796365,0.86062436632,0.668166155759,0.465000848231,n61,10,32,3333331333,133313333333333333333333
691678.5,0.0,20807.75,0.0,0.000452635340949,0.0,0.00238303467508,0.0,0.0262079008194,0.0,4.83409352506,0.0,0.126691443657,0.0,n62,14,11,3333333133,333333133333113333333333
,,,,,,,,,,,,,,n63,9,9,3333333313,333331333333331333333333
696982.625,16184.625,636070.0,116246.5,0.00215612562038,0.000246125461275,0.0028686302573,0.000565572419405,0.919771273186,0.181184489324,1.3243967105,0.11488055363,1.19732747418,0.134296308575,n64,8,10,3333333331,333333333331333133333333
873073.75,65279.75,893533.5,58407.0,0.00307703776722,0.00262829013278,0.00532217437643,0.00425511999503,1.03567214419,0.00673274384,2.03607213658,0.344650141225,2.10638275429,0.343236198615,n65,2,6,2333333333,333333333333333333332333
681746.75,5579.25,720862.625,6329.625,0.0041383973638,0.00044530117449,0.0100319124242,0.00119341723828,1.06318840507,0.001879290375,2.43740055749,0.037192529815,2.5914859068,0.04412324986,n68,1,2,3332333333,333333333323333333333333
974685.875,22479.875,1175107.5,38355.75,0.00812503853453,0.000521985953735,0.0100517554192,0.000370373322995,1.21356246567,0.00736019932,1.24820337911,0.040339780985,1.51447586157,0.03976781841,n70,6,11,3333323333,333333333333333332233323
1069308.25,0.0,1204948.0,0.0,0.0113878562347,0.0,0.0107067932979,0.0,1.13043754774,0.0,0.933456464098,0.0,1.0552142362,0.0,n72,14,16,3333333323,333332333333332333333333
,,,,,,,,,,,,,,n75,43,103,1323211322,133212323232332221131312
746507.0,50828.0,362309.0,181530.0,0.000561941162475,2.6195139881e-05,0.00203819102185,0.00081518682752,0.492758559087,0.189789997519,3.77716277038,1.48292061678,1.579785784,0.013854113545,n76,20,79,2213123222,322132212132222212222221
739348.375,20916.125,333790.625,156746.875,0.000782853247669,4.217620894e-06,0.00342767178611,0.0017141846566,0.471968033619,0.189379060334,4.50328415616,2.19109767985,1.71045814829,0.181300341515,n77,16,93,3323231122,133212123232112223333332
,,,,,,,,,,,,,,n78,28,105,3323211221,133212223231222121133312
773828.0,19253.0,429798.5,122216.25,0.00221878312723,0.00012413514193,0.00251842183467,0.00091433866419,0.556381452635,0.14324941003,1.164398836,0.453205864237,0.582928443146,0.085355890789,n80,17,93,2311231223,133112213213222323332332
835219.875,10043.625,829896.5,119449.5,0.00437058657029,6.9973754565e-05,0.00323048921991,0.00040393190976,0.996904558814,0.154845723086,0.748618555512,0.103874335744,0.730216754174,0.012367582696,n82,26,76,3223123322,322232322132332212223221
603602.25,12886.0,604842.5,326569.25,0.00366983740099,2.950751877e-05,0.0013924711887,0.00031529716134,1.03950310583,0.568816358911,0.379413325131,0.081790071069,0.347877799447,0.130795473222,n84,30,81,2133313321,311332331331332131112113
693083.166667,66452.8333335,338383.333333,253810.666667,0.00063559443861,3.8882887085e-05,0.00213330469802,0.00128534942923,0.460241278669,0.320606994516,3.54987040179,2.12161350241,0.953592764301,0.161659169248,n86,23,99,1311321222,133112213312222232231323
688703.375,89785.375,95748.9583334,74032.2916667,0.000620487821231,6.8271400337e-05,0.00163856972183,0.000758166079709,0.129172964917,0.0885735064239,2.59082438625,0.99187172949,0.246810910547,0.101355388303,n88,29,86,3122323231,311233221321223132213123
645187.0,48669.0,368176.375,310119.375,0.00120097993454,9.120345445e-05,0.00255503601439,0.00161881424495,0.548961332394,0.461171286166,2.2009523778,1.47264685878,0.529095303925,0.206589857121,n89,30,66,1311323211,333131213311221132231323
760185.875,42470.375,250447.25,214942.0,0.000582897520911,2.18104654225e-05,0.00255431438026,0.00145943172062,0.3093147689,0.260537150231,4.76397446963,2.94323950017,0.706744430302,0.330804886278,n93,46,85,3313121321,133112313131332112233321
749605.5,18203.5,998363.0,76919.25,0.00637948227482,0.00040903507388,0.00794985369443,0.000113723598755,1.33245847575,0.06828003329,1.26671372544,0.10785613739,1.68047901916,0.05722256909,n94,17,88,2123113332,311233321132333211112111
703226.625,43010.625,307846.125,198341.875,0.000620287703311,4.80349718935e-05,0.00137942837226,0.000333922446155,0.434266764933,0.234596339632,2.33513129813,0.77592041701,0.832041824858,0.210856805762,n95,25,90,1212333121,322132112321112133321233
,,,,,,,,,,,,,,n96,30,71,3231313113,322331132313111331123213
703394.125,143190.625,687914.375,644488.875,0.000550330836074,7.87334583695e-05,0.00304097073914,0.00161308001089,0.849126204979,0.72295892402,5.75146514386,2.73320216775,2.90772687235,1.8372394678,n97,42,94,3322111322,133212323122332211133311
,,,,,,,,,,,,,,n98,36,83,1322311233,133213223323223331131313
,,,,,,,,,,,,,,n99,19,66,3123311212,111211221332221231113113
670979.583333,60314.9166665,358357.458334,192982.791666,0.000679364129964,2.58456592825e-05,0.00247674125479,0.00157766347726,0.509487930338,0.245974289264,4.147858263,2.74428908162,1.43825916536,0.377915676235,n100,40,57,2312313231,333133213321223131132313
639179.625,38483.625,275071.125,187082.875,0.000806980177012,1.5249134813e-05,0.00464843449508,0.00370332991711,0.422738636625,0.25862939202,5.631289982,4.4670019707,1.2252658456,0.431957218568,n28,34,57,2211212321,222122312211332121122212
806130.0,3120.0,229203.666667,159183.333333,0.000424976171981,7.7421755815e-06,0.00219278494041,0.000535268757265,0.284188330251,0.195746177009,5.24028444376,1.40981089793,1.21326259254,0.625113841256,n73,5,6,3333333332,333333333332333233333333
810043.333333,5619.6666665,331724.333333,70660.3333335,0.000420303587368,5.843721155e-07,0.00108168297085,0.000173854701888,0.409070463271,0.0899325350585,2.57211714653,0.408756124575,1.01541667822,0.0641069582125,n87,36,76,1323213123,333232123233112321131312
771463.09375,68607.0809486,975946.184028,81372.5504164,0.00806933434839,0.00161072424328,0.00341726745443,0.000355365121513,1.26492032416,0.061980738039,0.446149715235,0.072635765857,0.556747465307,0.0982454849735,C1C2,0,0,2222222222,222222222222222222222222
1202151.99653,115590.72097,1139906.53472,163081.458155,0.00123488217531,0.000198192077803,0.00403958332518,0.000736870758068,0.945183123972,0.0648620388413,3.30640068333,0.501136768641,3.11407256957,0.644943762322,CheRiff,0,0,1111111111,111111111111111111111111
1052454.83333,62320.4664911,1171597.26042,130800.202571,0.00838710725739,0.00106003368625,0.0128243077547,0.00133804236175,1.10360702715,0.120500360034,1.64100265847,0.255075681197,1.73129835162,0.122350166374,CsChrim,0,0,3333333333,333333333333333333333333
