c5,1,0.869206079092
c13,-1,0.855397510287
c14,1,0.917387957336
c15,1,0.910296448303
c16,1,0.847666155565
c19,1,0.841188101803
c20,1,0.876206954977
c21,1,0.852070380178
c24,-1,0.615395154475
c25,-1,0.707763187024
c28,1,0.768735101947
c30,1,0.940135679544
c31,-1,0.445645722161
c32,1,0.666644217107
c35,1,0.897592290234
c37,-1,0.6445105335
c39,1,0.802487597782
c40,1,0.818316176904
c41,1,0.881573410383
c42,1,0.825047718374
c43,-1,0.735260755206
c44,1,0.820854038648
c46,1,0.790994647125
c47,-1,0.573761972009
c48,1,0.848752271922
c49,1,0.830624898363
c50,-1,0.757385521044
c51,-1,0.801516089476
c52,1,0.821570938119
c53,-1,0.640515426471
c54,1,0.799402277792
c55,1,0.798623687153
c56,1,0.853264960718
c57,1,0.940854603538
c58,1,0.797568046426
c59,1,0.819070965597
c60,-1,0.870736561358
c62,1,0.828949430785
c63,1,0.924491372461
c64,1,0.844962384601
c69,1,0.903780118672
c70,1,0.926480124994
c71,1,0.872026732877
c72,1,0.910155970919
c73,1,0.888022403548
c74,1,0.952953545882
c75,1,0.729781600671
c76,1,0.862255410499
c95,1,0.863147364527
c96,1,0.968581163855
c97,1,0.802987279317
c103,1,0.748460736317
c77,1,0.83063093947
c78,1,0.873429706833
c79,1,0.891503133652
c80,1,0.936411690761
c81,1,0.963721186871
c83,1,0.80366069335
c84,1,0.80286108078
c85,1,0.935512984159
c86,1,0.755416394369
c87,1,0.932569265627
c88,1,0.773047265237
c89,1,0.8393865016
c90,1,0.931673470812
c92,1,0.839514814258
c4,1,0.936535006525
c36,1,0.793062063385
c1c2,1,0.877053969837
cheriff,1,0.777309943119
cschrimson,1,0.895143832849
n1,1,0.676993582464
n3,1,0.86894935078
n4,1,0.898167585043
n9,1,0.892594064633
n13,1,0.819281162325
n14,1,0.886806369108
n18,1,0.909134725781
n21,1,0.835707075464
n23,-1,0.603624450829
n29,1,0.813647371137
n32,1,0.869069289757
n34,1,0.924148653982
n35,-1,0.460930015558
n36,1,0.80963043431
n37,1,0.74644345748
n38,1,0.645188389516
n40,1,0.804502398856
n41,1,0.907858590433
n42,1,0.772839228626
n43,1,0.847437118378
n44,-1,0.744494317419
n45,1,0.801484280094
n46,1,0.6227513604
n47,1,0.640917024712
n48,1,0.807285527316
n49,1,0.760753854958
n50,1,0.856127838045
n51,1,0.882610947827
n52,1,0.801764749367
n53,1,0.803434547453
n56,1,0.92696090976
n57,1,0.92436911714
n59,1,0.868469466514
n60,1,0.787984128235
n61,1,0.735510319651
n62,1,0.844920024086
n63,-1,0.844079901689
n64,1,0.890351928539
n65,1,0.877541048743
n68,1,0.868997460443
n70,1,0.918564795042
n72,1,0.899777981204
n75,-1,0.7064648219
n76,1,0.97482403487
n77,1,0.804939280141
n78,-1,0.728513431266
n80,1,0.850076840357
n82,1,0.960697705245
n84,1,0.911592204156
n86,1,0.860583989922
n88,1,0.944594772298
n89,1,0.90533135814
n93,1,0.924081544902
n94,1,0.8789615938
n95,1,0.950576707714
n96,-1,0.767446564358
n97,1,0.681716161277
n98,-1,0.513175244712
n99,-1,0.68336427682
n100,1,0.856390580429
n28,1,0.842153443179
n73,1,0.878153658572
n87,1,0.803549553847
